year month day hour temperature nebulosity load estimate
1999 1 1 0 7.6 6.3 48797 47596.6
1999 1 1 1 7.4 6.3 47398 45408.1
1999 1 1 2 7.2 6.1 47298 45023.8
1999 1 1 3 6.9 6 44547.5 42551.7
1999 1 1 4 6.7 5.8 41821 40191.8
1999 1 1 5 6.4 5.9 40109.5 38905.3
1999 1 1 6 6.2 6 39013.5 38445.9
1999 1 1 7 5.9 6.1 38595 38740.8
1999 1 1 8 6 6.1 38536 40055.7
1999 1 1 9 6.2 6 38394.5 41344.9
1999 1 1 10 6.3 6 39792.5 42701.5
1999 1 1 11 7.6 5.6 41305.5 43095.6
1999 1 1 12 9 5.2 42579.5 43455.5
1999 1 1 13 10.3 4.8 43801.5 43808.6
1999 1 1 14 10.3 4.8 40988 41330.9
1999 1 1 15 10.4 4.9 38874 39154.7
1999 1 1 16 10.4 4.9 38083.5 38239.9
1999 1 1 17 9.5 4.7 40245.5 39729
1999 1 1 18 8.6 4.6 44710 43586.9
1999 1 1 19 7.7 4.4 46541.5 45369.3
1999 1 1 20 7.4 5 46583.5 45353.5
1999 1 1 21 7.1 5.5 45685 44600.2
1999 1 1 22 6.8 6.1 45461 44448.3
1999 1 1 23 6.7 6.2 47240 45948.7
1999 1 2 0 6.6 6.3 46250 45708.1
1999 1 2 1 6.5 6.4 44195 43635.7
1999 1 2 2 6.6 6.6 44109 43454.3
1999 1 2 3 6.6 6.7 41852 41206.4
1999 1 2 4 6.7 6.9 40143.5 39434
1999 1 2 5 6.8 7 39727.5 39123
1999 1 2 6 6.9 7.2 40164.5 39599.5
1999 1 2 7 7 7.3 41408.5 40870.8
1999 1 2 8 7.1 7.2 43086.5 42797.4
1999 1 2 9 7.2 7 44511 44655
1999 1 2 10 7.3 6.9 46963 46663.8
1999 1 2 11 8.1 6.8 47687.5 47322.7
1999 1 2 12 8.8 6.7 48698 48328.2
1999 1 2 13 9.6 6.6 49603 49102.9
1999 1 2 14 9.6 6.5 47615 47202.7
1999 1 2 15 9.5 6.3 45453.5 45279.1
1999 1 2 16 9.5 6.2 44427.5 44281.3
1999 1 2 17 9 6.3 46286.5 46040.3
1999 1 2 18 8.6 6.4 50358 49803.1
1999 1 2 19 8.1 6.5 51447 50866.2
1999 1 2 20 7.8 6.1 50209 49695.7
1999 1 2 21 7.5 5.8 48458.5 47845.1
1999 1 2 22 7.2 5.4 47848.5 47044.1
1999 1 2 23 7.1 5.4 49616 48493.2
1999 1 3 0 7 5.4 48170 46308.2
1999 1 3 1 6.9 5.4 46010.5 44102.7
1999 1 3 2 6.8 5.5 45850.5 43828.5
1999 1 3 3 6.8 5.5 43275.5 41368.6
1999 1 3 4 6.7 5.6 41078 39366.1
1999 1 3 5 6.8 5.8 39988.5 38420.2
1999 1 3 6 6.8 5.9 39662 38152.8
1999 1 3 7 6.9 6.1 39913 38280.2
1999 1 3 8 7.3 6.1 40785 39464.7
1999 1 3 9 7.8 6.2 42137.5 41202.9
1999 1 3 10 8.2 6.2 44899 43301.7
1999 1 3 11 9.1 6.2 46754 44546.6
1999 1 3 12 10.1 6.3 47677.5 45461.4
1999 1 3 13 11 6.3 48209.5 45936.5
1999 1 3 14 10.9 6.1 45558 43361.9
1999 1 3 15 10.7 6 43212.5 41207.8
1999 1 3 16 10.6 5.8 41965 40147.2
1999 1 3 17 10.1 6 43567.5 41744.4
1999 1 3 18 9.7 6.1 48677.5 46036.6
1999 1 3 19 9.2 6.3 50883 48343.7
1999 1 3 20 9.1 6.4 50332 48314.2
1999 1 3 21 9.1 6.6 48447 47064.1
1999 1 3 22 9 6.7 46906.5 45970.2
1999 1 3 23 8.9 6.7 47809.5 46996.8
1999 1 4 0 8.9 6.7 46449.5 46670.5
1999 1 4 1 8.8 6.7 44862 44810.4
1999 1 4 2 9.1 6.6 45308 44752.3
1999 1 4 3 9.3 6.6 43129.5 42560.8
1999 1 4 4 9.6 6.5 41401.5 41007.8
1999 1 4 5 9.7 6.4 41922 42044.1
1999 1 4 6 9.8 6.3 45211 45864.9
1999 1 4 7 9.9 6.2 51770 52593.6
1999 1 4 8 10.2 6.2 56245.5 57073.9
1999 1 4 9 10.5 6.2 56225 56914.4
1999 1 4 10 10.8 6.2 56064.5 56567
1999 1 4 11 11.8 6.2 56116.5 56418.2
1999 1 4 12 12.7 6.1 55882 56028.6
1999 1 4 13 13.7 6.1 56188.5 56048.9
1999 1 4 14 13.8 6.3 55474 55507
1999 1 4 15 14 6.4 53588.5 53746.1
1999 1 4 16 14.1 6.6 52926.5 53135.3
1999 1 4 17 13.4 6.4 54376 54586.4
1999 1 4 18 12.8 6.3 57698.5 58041.5
1999 1 4 19 12.1 6.1 58564.5 58345.1
1999 1 4 20 11.7 5.8 55850 55941.6
1999 1 4 21 11.4 5.5 52293.5 52630.6
1999 1 4 22 11 5.2 49916 50214.8
1999 1 4 23 10.7 5 50603.5 51002.6
1999 1 5 0 10.4 4.7 49132 49761.2
1999 1 5 1 10.1 4.5 47086 47577.5
1999 1 5 2 9.7 4.2 47205 47649
1999 1 5 3 9.3 4 45052 45518.5
1999 1 5 4 8.9 3.7 43479 44068.9
1999 1 5 5 8.6 3.8 44119 44678
1999 1 5 6 8.3 3.9 47303.5 48017
1999 1 5 7 8 4 53883 54633.8
1999 1 5 8 8.3 4.3 58522 58934.2
1999 1 5 9 8.7 4.6 57692 58363.3
1999 1 5 10 9 4.9 56785.5 57846.3
1999 1 5 11 10.7 4.7 56075.5 57140.1
1999 1 5 12 12.3 4.6 55237.5 56157.2
1999 1 5 13 14 4.4 54821.5 55497
1999 1 5 14 14.2 4 53623.5 54540
1999 1 5 15 14.5 3.6 51815 52509.2
1999 1 5 16 14.7 3.2 50989 51487.6
1999 1 5 17 13.3 2.9 52464 53004.8
1999 1 5 18 12 2.5 57359.5 57089.6
1999 1 5 19 10.6 2.2 58780 58221.9
1999 1 5 20 10.2 2 56134 55921.1
1999 1 5 21 9.8 1.7 52873 52809.7
1999 1 5 22 9.4 1.5 50786.5 50769.2
1999 1 5 23 8.8 1.5 51699 51845.6
1999 1 6 0 8.3 1.4 50175 50455.7
1999 1 6 1 7.7 1.4 48088 48374.2
1999 1 6 2 7.4 1.5 48070.5 48352.1
1999 1 6 3 7 1.5 45813.5 46252.1
1999 1 6 4 6.7 1.6 44322.5 44788.5
1999 1 6 5 6.4 1.5 45012.5 45451
1999 1 6 6 6.2 1.5 48166.5 48733.5
1999 1 6 7 5.9 1.4 54269.5 55331.3
1999 1 6 8 6.3 1.4 58550 59603.9
1999 1 6 9 6.8 1.5 58940.5 58902.5
1999 1 6 10 7.2 1.5 58465 58076
1999 1 6 11 9.1 1.5 57734 57163.7
1999 1 6 12 11 1.5 56613.5 55965.7
1999 1 6 13 12.9 1.5 56029 55295.7
1999 1 6 14 13.2 1.5 54783 54252.8
1999 1 6 15 13.5 1.5 52874.5 52263.8
1999 1 6 16 13.8 1.5 51984 51282.8
1999 1 6 17 12.5 1.6 53522.5 52787.1
1999 1 6 18 11.3 1.7 58695 57135.4
1999 1 6 19 10 1.8 60157.5 58460.2
1999 1 6 20 9.7 1.8 57454.5 56133.8
1999 1 6 21 9.4 1.7 54194.5 53009
1999 1 6 22 9.1 1.7 51713.5 50955.2
1999 1 6 23 8.9 2 52478 51821
1999 1 7 0 8.8 2.3 51184.5 50184.5
1999 1 7 1 8.6 2.6 48991 47926.3
1999 1 7 2 8.4 3.1 49225.5 47893.7
1999 1 7 3 8.2 3.7 46852 45701.1
1999 1 7 4 8 4.2 45221.5 44186.2
1999 1 7 5 7.8 4.4 45698 44761.8
1999 1 7 6 7.6 4.7 48707.5 48031.2
1999 1 7 7 7.4 4.9 55221 54576
1999 1 7 8 7.6 5.1 59512 58999.6
1999 1 7 9 7.9 5.2 59063.5 58603.1
1999 1 7 10 8.1 5.4 58840 58213.2
1999 1 7 11 9 5.3 58631 58078.4
1999 1 7 12 10 5.1 57861 57430
1999 1 7 13 10.9 5 57491 57175.3
1999 1 7 14 10.9 5.4 56929.5 56591.1
1999 1 7 15 11 5.9 55413.5 55010.6
1999 1 7 16 11 6.3 54933.5 54430
1999 1 7 17 10.4 6.2 56492.5 55755.4
1999 1 7 18 9.8 6.2 60193.5 59593.9
1999 1 7 19 9.2 6.1 61018.5 59943.6
1999 1 7 20 9 6.3 57981.5 57307.1
1999 1 7 21 8.8 6.6 54487 53960.3
1999 1 7 22 8.6 6.8 52094.5 51617.2
1999 1 7 23 8.5 6.8 52794 52280.5
1999 1 8 0 8.4 6.7 51230.5 50614.3
1999 1 8 1 8.3 6.7 49284 48315.1
1999 1 8 2 8.1 6.6 49182 48283.3
1999 1 8 3 7.9 6.5 46891 46063.1
1999 1 8 4 7.7 6.4 45334 44515
1999 1 8 5 7.5 6.2 45939 45061.6
1999 1 8 6 7.3 5.9 48914 48297.3
1999 1 8 7 7.1 5.7 55360 54813.7
1999 1 8 8 7.2 5.9 59781 59308.8
1999 1 8 9 7.2 6.1 59181 59180.8
1999 1 8 10 7.3 6.3 58871 58949.6
1999 1 8 11 8 6.5 58838 59090.6
1999 1 8 12 8.7 6.7 58279 58768.2
1999 1 8 13 9.4 6.9 58320 58650.6
1999 1 8 14 9.3 6.8 57368 58091.5
1999 1 8 15 9.2 6.8 55816 56511.7
1999 1 8 16 9.1 6.7 54978 55827.5
1999 1 8 17 8.6 6.4 55997.5 57028.2
1999 1 8 18 8 6.1 59971.5 60889
1999 1 8 19 7.5 5.8 60586 61152.3
1999 1 8 20 7.3 5.5 57567 58380.2
1999 1 8 21 7.2 5.2 54638 54921.3
1999 1 8 22 7 4.9 53023 52627.2
1999 1 8 23 6.7 4.9 54136 53486.2
1999 1 9 0 6.5 5 52740.5 51288.1
1999 1 9 1 6.2 5 49954.5 48922.6
1999 1 9 2 5.9 5 49430 48627.4
1999 1 9 3 5.6 4.9 46745 46054
1999 1 9 4 5.3 4.9 44574 44021.3
1999 1 9 5 5.1 5 43921 43373.1
1999 1 9 6 4.8 5.2 44567.5 44175.4
1999 1 9 7 4.6 5.3 46726.5 46538.7
1999 1 9 8 4.7 5.2 49844 49561.2
1999 1 9 9 4.8 5.1 51341 51390.1
1999 1 9 10 4.9 5 52016.5 52108.5
1999 1 9 11 5.7 5.2 51942.5 52136.9
1999 1 9 12 6.5 5.4 52232.5 52444.6
1999 1 9 13 7.3 5.6 52724 52861.4
1999 1 9 14 7.1 5.6 50800.5 51001.6
1999 1 9 15 7 5.5 48569 48965.7
1999 1 9 16 6.8 5.5 47682.5 48084.8
1999 1 9 17 5.9 5.2 49426.5 49555.2
1999 1 9 18 5 5 54158.5 54197.9
1999 1 9 19 4.1 4.7 55619 55655.6
1999 1 9 20 3.8 4.6 54130.5 54142.8
1999 1 9 21 3.6 4.4 52004 51741.4
1999 1 9 22 3.3 4.3 51359.5 50728.1
1999 1 9 23 3.1 4.6 53369.5 52430
1999 1 10 0 2.9 4.8 52214.5 51218.7
1999 1 10 1 2.7 5.1 50363 49125.5
1999 1 10 2 2.5 5.2 50096 48917.8
1999 1 10 3 2.3 5.4 47678 46473.2
1999 1 10 4 2.1 5.5 45338 44253.3
1999 1 10 5 1.9 5.4 44196.5 43231.4
1999 1 10 6 1.6 5.2 43759 43064.1
1999 1 10 7 1.4 5.1 44123 43628.4
1999 1 10 8 1.4 5.4 45730 45353
1999 1 10 9 1.4 5.8 48066.5 48085.7
1999 1 10 10 1.4 6.1 51158 50399.2
1999 1 10 11 1.8 6.2 53115 51992.3
1999 1 10 12 2.2 6.2 54444 53039.4
1999 1 10 13 2.6 6.3 55057.5 53574
1999 1 10 14 2.7 6.4 52259 51010.2
1999 1 10 15 2.7 6.5 49796.5 48903.1
1999 1 10 16 2.8 6.6 48827 47948.7
1999 1 10 17 2.6 6.5 50416 49326.9
1999 1 10 18 2.3 6.4 54964.5 54031.9
1999 1 10 19 2.1 6.3 57215.5 55722.3
1999 1 10 20 1.8 6.4 56883.5 55636.8
1999 1 10 21 1.5 6.6 55332 54302.1
1999 1 10 22 1.2 6.7 53982.5 52982.9
1999 1 10 23 1.1 6.8 55437.5 54119.7
1999 1 11 0 1.1 6.9 54171 52503.7
1999 1 11 1 1 7 52654 50878.3
1999 1 11 2 0.9 6.9 53127.5 51370.6
1999 1 11 3 0.8 6.8 51133 49440.1
1999 1 11 4 0.7 6.7 49717.5 48069.4
1999 1 11 5 0.6 6.7 50805 49180.7
1999 1 11 6 0.6 6.8 54582 52781.2
1999 1 11 7 0.5 6.8 61407.5 59384.3
1999 1 11 8 0.6 6.9 65980.5 64159.1
1999 1 11 9 0.8 7.1 66465.5 64829.6
1999 1 11 10 0.9 7.2 66800.5 65250.4
1999 1 11 11 1.4 6.9 66979 65629.4
1999 1 11 12 1.8 6.6 66778 65527.8
1999 1 11 13 2.3 6.3 66834 65595.7
1999 1 11 14 2.4 6 66400 65073.4
1999 1 11 15 2.5 5.6 64533 63148.8
1999 1 11 16 2.6 5.3 63778 62358.4
1999 1 11 17 2.1 5.1 64937 63641.4
1999 1 11 18 1.5 4.8 69032 68106.1
1999 1 11 19 1 4.6 70032.5 68503.2
1999 1 11 20 0.7 4.4 67254 65600.3
1999 1 11 21 0.5 4.2 63632 62167.3
1999 1 11 22 0.2 4 61208.5 59873.3
1999 1 11 23 -0.1 3.7 62489.5 60714
1999 1 12 0 -0.4 3.3 60697 59099.6
1999 1 12 1 -0.7 3 58023.5 57461.2
1999 1 12 2 -1 2.8 58598.5 58175.2
1999 1 12 3 -1.2 2.7 56489.5 56118.4
1999 1 12 4 -1.5 2.5 55386.5 54592.5
1999 1 12 5 -1.7 2.6 55589.5 55035.5
1999 1 12 6 -1.8 2.6 58244 57867.6
1999 1 12 7 -2 2.7 64214.5 64101.8
1999 1 12 8 -1.5 3.6 68311 68260.1
1999 1 12 9 -0.9 4.4 67980 68249.6
1999 1 12 10 -0.4 5.3 67716 68219.2
1999 1 12 11 0.5 5.5 67682 68151.9
1999 1 12 12 1.5 5.7 67152 67512
1999 1 12 13 2.4 5.9 67329.5 67229.8
1999 1 12 14 2.5 6.1 66867.5 66814.3
1999 1 12 15 2.7 6.2 65260.5 65022.2
1999 1 12 16 2.8 6.4 64945.5 64424.3
1999 1 12 17 2.4 6.5 66310 65807.1
1999 1 12 18 1.9 6.6 69684.5 70247.4
1999 1 12 19 1.5 6.7 70368.5 70203
1999 1 12 20 1.6 6.7 67068.5 66652.8
1999 1 12 21 1.7 6.7 63645 63207.6
1999 1 12 22 1.8 6.7 61496 60739.7
1999 1 12 23 1.9 6.6 61963 61154.2
1999 1 13 0 2.1 6.5 60151.5 58640
1999 1 13 1 2.2 6.4 58287.5 56965.6
1999 1 13 2 2.3 5.9 58647 57572.4
1999 1 13 3 2.4 5.3 56322.5 55289.1
1999 1 13 4 2.5 4.8 54567 53492.1
1999 1 13 5 2.5 4.8 54688 53710.4
1999 1 13 6 2.6 4.9 57210 56433.7
1999 1 13 7 2.6 4.9 62128.5 62515.7
1999 1 13 8 2.9 4.7 65909 66526.7
1999 1 13 9 3.2 4.5 66441 66301.7
1999 1 13 10 3.5 4.3 66242.5 65788.4
1999 1 13 11 4.3 4.7 65885.5 65577.1
1999 1 13 12 5.2 5.2 64934.5 65015.6
1999 1 13 13 6 5.6 64536 64981.9
1999 1 13 14 6.1 5.8 64102 64425.4
1999 1 13 15 6.2 6.1 62289 62679.4
1999 1 13 16 6.3 6.3 61729 62007.9
1999 1 13 17 5.9 6.3 62934.5 63043.6
1999 1 13 18 5.5 6.3 66415 67048.1
1999 1 13 19 5.1 6.3 67255.5 67256.3
1999 1 13 20 5.1 6.4 64077.5 64000.6
1999 1 13 21 5.2 6.4 60611.5 60813.1
1999 1 13 22 5.2 6.5 58102 58468.5
1999 1 13 23 5.3 6.4 58853 58946.8
1999 1 14 0 5.3 6.2 57138.5 56609.6
1999 1 14 1 5.4 6.1 55496.5 54935
1999 1 14 2 5.4 6.2 55884.5 55521.8
1999 1 14 3 5.4 6.3 53531.5 53264.3
1999 1 14 4 5.4 6.4 51695.5 51517.1
1999 1 14 5 5.3 6.2 51804 51767.7
1999 1 14 6 5.3 6 54671 54608.4
1999 1 14 7 5.2 5.8 60813.5 60747.5
1999 1 14 8 5.3 5.5 64927.5 64833.3
1999 1 14 9 5.3 5.2 64524.5 64678.1
1999 1 14 10 5.4 4.9 63717.5 64248.9
1999 1 14 11 6.3 4.9 63178.5 63877.4
1999 1 14 12 7.3 5 62208 63116.6
1999 1 14 13 8.2 5 61891 62927
1999 1 14 14 8.3 4.8 61041.5 62089.2
1999 1 14 15 8.5 4.6 59035.5 59950.9
1999 1 14 16 8.6 4.4 58174 58975.9
1999 1 14 17 7.7 3.9 59180.5 59778.8
1999 1 14 18 6.8 3.4 63787 64029.7
1999 1 14 19 5.9 2.9 65484.5 65229.9
1999 1 14 20 5.7 3.3 62463.5 62523.8
1999 1 14 21 5.4 3.6 59083 59640.1
1999 1 14 22 5.2 4 56702.5 57587.5
1999 1 14 23 5.1 4.2 57645 58374.4
1999 1 15 0 5.1 4.4 56206.5 56270.3
1999 1 15 1 5 4.6 54536 54578.8
1999 1 15 2 4.9 4.7 54482.5 55061.8
1999 1 15 3 4.7 4.7 52257.5 52903.2
1999 1 15 4 4.6 4.8 50671.5 51215.3
1999 1 15 5 4.4 4.7 50860 51580.7
1999 1 15 6 4.3 4.5 53942.5 54516.9
1999 1 15 7 4.1 4.4 60538 60714.5
1999 1 15 8 4.4 4.6 64947.5 64785.3
1999 1 15 9 4.6 4.8 64430.5 64604.4
1999 1 15 10 4.9 5 63575 64233.3
1999 1 15 11 6.1 5.1 62905.5 63772.7
1999 1 15 12 7.3 5.1 61949.5 62868
1999 1 15 13 8.5 5.2 61679.5 62484.9
1999 1 15 14 8.7 5.4 60450.5 61719.5
1999 1 15 15 8.8 5.5 58245.5 59798.6
1999 1 15 16 9 5.7 56986 58918
1999 1 15 17 8.3 5.7 57958 59842.6
1999 1 15 18 7.5 5.8 62446.5 64055
1999 1 15 19 6.8 5.8 63553 65087.5
1999 1 15 20 6.7 5.8 60666.5 62046.1
1999 1 15 21 6.6 5.7 57623.5 58727.8
1999 1 15 22 6.5 5.7 55845 56461
1999 1 15 23 6.6 5.9 56890 57103.9
1999 1 16 0 6.7 6.1 55358.5 54447.9
1999 1 16 1 6.8 6.3 53030 52322.3
1999 1 16 2 6.9 6.3 52667.5 52186
1999 1 16 3 6.9 6.2 49790 49442.1
1999 1 16 4 7 6.2 47450 47087.5
1999 1 16 5 7.1 6.1 46490.5 46073.8
1999 1 16 6 7.1 6.1 46807 46596.6
1999 1 16 7 7.2 6 48915 48606.1
1999 1 16 8 7.4 6.3 51432.5 51218.3
1999 1 16 9 7.7 6.7 53305 52816
1999 1 16 10 7.9 7 54149 53548.5
1999 1 16 11 8.5 6.9 54000.5 53507.4
1999 1 16 12 9.2 6.9 54239.5 53754.8
1999 1 16 13 9.8 6.8 54542 54263.2
1999 1 16 14 9.9 6.9 52489.5 52279
1999 1 16 15 9.9 6.9 50262 50104
1999 1 16 16 10 7 49084 48968.5
1999 1 16 17 9.4 6.9 49910 49911
1999 1 16 18 8.8 6.9 54247 53890.8
1999 1 16 19 8.2 6.8 55647.5 55536.3
1999 1 16 20 8 6.8 53647 53805.4
1999 1 16 21 7.8 6.8 51231 51436.7
1999 1 16 22 7.6 6.8 50309.5 50320.2
1999 1 16 23 7.5 6.9 51993.5 51891.7
1999 1 17 0 7.3 7 50891 50591.3
1999 1 17 1 7.2 7.1 49074.5 48629.8
1999 1 17 2 7.2 7.2 48743.5 48374.8
1999 1 17 3 7.1 7.2 46133.5 45800.2
1999 1 17 4 7.1 7.3 43526 43380.7
1999 1 17 5 6.9 7.3 42318 42221.5
1999 1 17 6 6.8 7.3 41895 41983.2
1999 1 17 7 6.6 7.3 42061.5 42473
1999 1 17 8 6.7 7.2 43440 43881.9
1999 1 17 9 6.7 7 45575 46254.7
1999 1 17 10 6.8 6.9 48211 48275.3
1999 1 17 11 7.4 6.8 49787.5 49502.1
1999 1 17 12 8 6.8 50660 50333.7
1999 1 17 13 8.6 6.7 51079 50762.1
1999 1 17 14 8.6 6.6 48200.5 48060.3
1999 1 17 15 8.5 6.5 45700 45744.5
1999 1 17 16 8.5 6.4 44502.5 44561.5
1999 1 17 17 7.9 6.2 45377.5 45555.8
1999 1 17 18 7.2 5.9 50323 49972.2
1999 1 17 19 6.6 5.7 52986 52878.9
1999 1 17 20 6.2 5.5 52684.5 52968.9
1999 1 17 21 5.8 5.3 51038 51524.9
1999 1 17 22 5.4 5.1 49906 50360.8
1999 1 17 23 5.1 4.9 51264 51789.7
1999 1 18 0 4.9 4.8 49928.5 50557.4
1999 1 18 1 4.6 4.6 48748.5 48941
1999 1 18 2 4.3 4.6 49302 49321.1
1999 1 18 3 4 4.7 47403 47438.1
1999 1 18 4 3.7 4.7 46026.5 46137.2
1999 1 18 5 3.6 4.7 47002.5 47252.7
1999 1 18 6 3.4 4.6 50841.5 51037.8
1999 1 18 7 3.3 4.6 57665.5 57526.6
1999 1 18 8 3.6 5.1 62449 62063.4
1999 1 18 9 3.8 5.5 62725 62521.1
1999 1 18 10 4.1 6 62572 62690.4
1999 1 18 11 5.3 6 62228.5 62563.5
1999 1 18 12 6.5 6.1 61402 61964.5
1999 1 18 13 7.7 6.1 61188.5 61725.3
1999 1 18 14 8 6.1 60362.5 60966.8
1999 1 18 15 8.2 6 58191.5 58935.1
1999 1 18 16 8.5 6 57442.5 57909.4
1999 1 18 17 7.9 6.1 58260.5 58675.9
1999 1 18 18 7.4 6.2 62504.5 62569.7
1999 1 18 19 6.8 6.3 64147.5 64158.9
1999 1 18 20 6.6 6.1 61269 61238
1999 1 18 21 6.3 6 57604.5 57594.6
1999 1 18 22 6.1 5.8 55472 55197.8
1999 1 18 23 6 5.5 56365.5 56021.6
1999 1 19 0 5.8 5.3 54877 54732.9
1999 1 19 1 5.7 5 52927 52777.8
1999 1 19 2 5.6 5.1 53306.5 52999.9
1999 1 19 3 5.5 5.3 51177.5 50761.2
1999 1 19 4 5.4 5.4 49456 49077
1999 1 19 5 5.3 5.5 49993.5 49443.1
1999 1 19 6 5.1 5.5 53207 52488.5
1999 1 19 7 5 5.6 59753 58624.9
1999 1 19 8 5.4 5.7 63944 62735.5
1999 1 19 9 5.9 5.8 63531.5 62511.2
1999 1 19 10 6.3 5.9 63230 62166.2
1999 1 19 11 7.4 5.8 62955.5 61843.9
1999 1 19 12 8.4 5.6 62020.5 61087.8
1999 1 19 13 9.5 5.5 61584.5 60682.3
1999 1 19 14 9.8 5.5 60670 59756.5
1999 1 19 15 10 5.4 58737 57685
1999 1 19 16 10.3 5.4 57846.5 56550.6
1999 1 19 17 9.6 5.3 58446 57070.6
1999 1 19 18 8.9 5.3 62517 61057
1999 1 19 19 8.2 5.2 63933.5 62848.5
1999 1 19 20 7.9 5.2 60752 60022.6
1999 1 19 21 7.6 5.3 57084 56641.3
1999 1 19 22 7.3 5.3 54941.5 54578.4
1999 1 19 23 7.1 5.3 55467 55448.8
1999 1 20 0 6.8 5.2 54052.5 53846
1999 1 20 1 6.6 5.2 52077 51934
1999 1 20 2 6.4 5.2 52078.5 52163.1
1999 1 20 3 6.3 5.3 49779 49911.3
1999 1 20 4 6.1 5.3 48291.5 48282.1
1999 1 20 5 6 5.3 48594 48653.7
1999 1 20 6 5.8 5.4 51650.5 51713.6
1999 1 20 7 5.7 5.4 57489.5 57841.7
1999 1 20 8 6 5.4 61533.5 61985.4
1999 1 20 9 6.4 5.4 61908.5 61784.8
1999 1 20 10 6.7 5.4 61561 61433.4
1999 1 20 11 8.1 5.2 61197 60856.5
1999 1 20 12 9.4 5 60170 59896
1999 1 20 13 10.8 4.8 59280 59303.9
1999 1 20 14 11 4.8 58514 58385.1
1999 1 20 15 11.2 4.7 56308.5 56285.5
1999 1 20 16 11.4 4.7 55286.5 55175.6
1999 1 20 17 10.6 4.7 55913.5 55653.9
1999 1 20 18 9.8 4.8 60509 59705
1999 1 20 19 9 4.8 62334.5 61852.8
1999 1 20 20 8.5 4.8 59278.5 59199.5
1999 1 20 21 8.1 4.7 55676.5 55823.8
1999 1 20 22 7.6 4.7 53570 53925.8
1999 1 20 23 7.4 4.7 54433.5 54821.4
1999 1 21 0 7.1 4.6 53110.5 53273.6
1999 1 21 1 6.9 4.6 51191.5 51307.6
1999 1 21 2 6.7 4.7 51266 51482.1
1999 1 21 3 6.5 4.8 49145.5 49280.9
1999 1 21 4 6.3 4.9 47297.5 47662.9
1999 1 21 5 6 5 47719 48159.4
1999 1 21 6 5.8 5.1 50779.5 51230.5
1999 1 21 7 5.5 5.2 57451.5 57455.5
1999 1 21 8 5.8 5.4 61560 61633.6
1999 1 21 9 6.2 5.6 61024 61512.9
1999 1 21 10 6.5 5.8 60320 61265.8
1999 1 21 11 7.8 5.8 60137 60872
1999 1 21 12 9 5.7 59173 60040.5
1999 1 21 13 10.3 5.7 58879.5 59527
1999 1 21 14 10.5 5.7 58063.5 58670.4
1999 1 21 15 10.8 5.7 56135 56595.7
1999 1 21 16 11 5.7 55275 55495.3
1999 1 21 17 10.1 5.7 55930.5 56054.2
1999 1 21 18 9.1 5.7 60408.5 60156
1999 1 21 19 8.2 5.7 62179.5 62396.9
1999 1 21 20 7.7 5.6 59201.5 59637.6
1999 1 21 21 7.3 5.4 55815 56101.5
1999 1 21 22 6.8 5.3 53603.5 54159.2
1999 1 21 23 6.5 5.2 54541 55108.4
1999 1 22 0 6.3 5.2 53077 53556.4
1999 1 22 1 6 5.1 51300 51610.7
1999 1 22 2 5.7 4.9 51467.5 51809.4
1999 1 22 3 5.5 4.8 49298.5 49611.4
1999 1 22 4 5.2 4.6 47827.5 48041.2
1999 1 22 5 5 4.7 48270.5 48503.2
1999 1 22 6 4.9 4.9 51454.5 51511
1999 1 22 7 4.7 5 58015 57670.6
1999 1 22 8 5 5.4 62218.5 61874.3
1999 1 22 9 5.2 5.8 61617 61982.1
1999 1 22 10 5.5 6.2 61114 61873.6
1999 1 22 11 6.7 6.1 60518.5 61581.9
1999 1 22 12 7.8 5.9 59619.5 60799.6
1999 1 22 13 9 5.8 59319 60285.3
1999 1 22 14 9.3 5.8 57819 59382.3
1999 1 22 15 9.5 5.9 55554.5 57419.6
1999 1 22 16 9.8 5.9 54418 56258.4
1999 1 22 17 8.9 5.7 54919.5 56724.8
1999 1 22 18 8 5.5 59411.5 60754.7
1999 1 22 19 7.1 5.3 61155.5 63075.7
1999 1 22 20 6.6 5.2 58366.5 60295
1999 1 22 21 6 5.1 55505.5 56869.8
1999 1 22 22 5.5 5 53735 54954.2
1999 1 22 23 5.1 5 54958 55988.4
1999 1 23 0 4.8 5.1 53433.5 53916.4
1999 1 23 1 4.4 5.1 51447.5 51806
1999 1 23 2 4.3 5.3 51228.5 51554.9
1999 1 23 3 4.1 5.5 48631 48951.6
1999 1 23 4 4 5.7 46235.5 46733.6
1999 1 23 5 3.9 5.8 45382 45929.8
1999 1 23 6 3.7 5.8 46060 46557.7
1999 1 23 7 3.6 5.9 48187 48662.4
1999 1 23 8 3.8 5.9 51015.5 51471.9
1999 1 23 9 4.1 5.9 52871 53388.5
1999 1 23 10 4.3 5.9 53686 54303.3
1999 1 23 11 5.5 5.9 53224.5 54026.8
1999 1 23 12 6.6 5.9 53405.5 54030.9
1999 1 23 13 7.8 5.9 53602.5 54106.4
1999 1 23 14 8 5.8 51309 51935.9
1999 1 23 15 8.3 5.7 48880 49491.3
1999 1 23 16 8.5 5.6 47457.5 48114
1999 1 23 17 7.6 5.6 48373.5 48939.9
1999 1 23 18 6.8 5.5 53515 53208
1999 1 23 19 5.9 5.5 55773 56061.8
1999 1 23 20 5.5 5.4 53795.5 54396.3
1999 1 23 21 5.2 5.4 51646.5 51857.8
